,text,created_at,id_str,user_id,user_location,user_followers_count,user_friends_count,user_favourites_count,retweet_count,favorite_count,label
911,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/iQR4aHHf8c,Mon Jun 27 20:39:13 +0000 2016,747529742526517248,2813253993,,3,0,0,0,0,prevention
912,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/zoaIDSmLIx,Mon Jun 27 20:39:14 +0000 2016,747529744862765056,2852315357,,5,0,0,0,0,prevention
913,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/0pR4dLK57c,Mon Jun 27 20:39:15 +0000 2016,747529748306243584,81173322,NIGERIA,249,186,38,0,0,prevention
914,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/kR6oWl4KGz,Mon Jun 27 20:39:15 +0000 2016,747529750906712068,2441688493,world wide web,1045,2189,39,0,0,prevention
915,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/34C0VQ1x23,Mon Jun 27 20:39:16 +0000 2016,747529754090299392,714437138759155713,,74,13,0,0,0,prevention
916,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/nBHMxTgx1v,Mon Jun 27 20:39:16 +0000 2016,747529755612766210,2902937469,,12,0,0,0,0,prevention
917,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/sewHZ24Xjo,Mon Jun 27 20:39:18 +0000 2016,747529762919198720,17693557,Land of the Free,752,1919,61,0,0,prevention
918,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/EsxZLfXiGq,Mon Jun 27 20:39:18 +0000 2016,747529764005548032,2939406315,South By South West,103,125,12,0,0,prevention
919,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/eEYkm5svXH #world #health,Mon Jun 27 20:39:18 +0000 2016,747529764533997569,549665631,New York,2102,686,0,0,0,prevention
920,#News Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to… https://t.co/6JPngsjSGa #Stiri,Mon Jun 27 20:39:18 +0000 2016,747529764605288448,321294341,Romania,1492,85,3,0,0,prevention
921,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/HGQXOfVsa3,Mon Jun 27 20:39:19 +0000 2016,747529768094994433,2671186088,,83,265,0,0,0,prevention
922,"WASHINGTON (Reuters) - Funding to battle the Zika virus faces a struggle in the U.S. Senate this week, with Democrats scornful of a R...",Mon Jun 27 20:39:20 +0000 2016,747529772561883136,3022816340,San Francisco Bay Area,183,26,76,0,0,prevention
923,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/VFowyxm1D3,Mon Jun 27 20:39:20 +0000 2016,747529773044293632,3031246589,kano,153,384,0,0,0,prevention
924,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/riLiPGZ4Zi,Mon Jun 27 20:39:21 +0000 2016,747529774717820928,2584770457,"Recife, Pernambuco",872,1744,91,0,0,prevention
925,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/98FIM4TJfL,Mon Jun 27 20:39:22 +0000 2016,747529777628610560,3148564782,,5,0,0,0,0,prevention
926,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Fundin... https://t.co/KTW88opmcm via @josephjett,Mon Jun 27 20:39:23 +0000 2016,747529783005708288,1402975106,czech,2553,922,7,0,0,prevention
927,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/Heq1TRceE1,Mon Jun 27 20:39:24 +0000 2016,747529785811734528,473023348,Potters Bar,1364,2810,14,0,0,prevention
928,"WASHINGTON (Reuters) - Funding to battle the Zika virus faces a struggle in the U.S. Senate this week, with Democrats scornful of a R...",Mon Jun 27 20:39:24 +0000 2016,747529786323415040,3070395426,"Portland, OR",7251,6778,2220,0,0,prevention
929,Funding to fight Zika virus faces uphill battle in U.S. Senate  #health,Mon Jun 27 20:39:24 +0000 2016,747529787762053120,2951464703,,12098,13319,1197,0,0,prevention
930,Funding to fight Zika virus faces uphill battle in U.S. Senate  #health,Mon Jun 27 20:39:24 +0000 2016,747529788168929280,2928870434,,5809,884,0,0,0,prevention
931,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/Fn7PzPgC1Y,Mon Jun 27 20:39:25 +0000 2016,747529789985030144,2880530691,United States,55,315,15,0,0,prevention
932,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/I8w226xQDM https://t.co/CXBUWPVphw,Mon Jun 27 20:39:25 +0000 2016,747529789951475712,2905419084,,214,41,446,0,0,prevention
933,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/yiU6PIHUj2,Mon Jun 27 20:39:25 +0000 2016,747529791637590016,546532326,,33,0,0,0,0,prevention
934,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/7v0tGI4zHt,Mon Jun 27 20:39:26 +0000 2016,747529794460352512,3279818988,"Miami, FL",411,1038,4,0,0,prevention
935,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/9saUDxgVwb,Mon Jun 27 20:39:26 +0000 2016,747529797241167872,700892036493250560,Nigeria,7,2,0,0,0,prevention
936,RT @ReutersPolitics: Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/WwClGvsBc3,Mon Jun 27 20:39:27 +0000 2016,747529801238360065,712684799513665536,,148,455,845,0,0,prevention
937,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/pBvDYZi8H7 #health #news #today,Mon Jun 27 20:39:28 +0000 2016,747529805382328320,702308247554957315,,102,152,49,0,0,prevention
938,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/t8Cg9gluV4,Mon Jun 27 20:39:30 +0000 2016,747529812223234048,1703115006,United States,689,838,0,0,0,prevention
939,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/ECVErV9xAO,Mon Jun 27 20:39:30 +0000 2016,747529813070471168,1703116134,United States,665,818,0,0,0,prevention
940,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/ChdHzwgH01,Mon Jun 27 20:39:30 +0000 2016,747529814802784256,1703153210,United States,619,842,7,0,0,prevention
941,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/Y4ABajYdDm,Mon Jun 27 20:39:31 +0000 2016,747529818472751104,1703177923,United States,671,818,0,0,0,prevention
942,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/cUVZfsYrnu,Mon Jun 27 20:39:32 +0000 2016,747529820020441088,1703177767,United States,584,807,0,0,0,prevention
943,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/6s5vvSl89Y,Mon Jun 27 20:39:32 +0000 2016,747529822377672704,1703153846,United States,669,816,0,0,0,prevention
944,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/CZZjHUBdt1,Mon Jun 27 20:39:33 +0000 2016,747529823740788736,1214738592,United States,151,140,2,0,0,prevention
945,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/f8zcxp1xBf,Mon Jun 27 20:39:33 +0000 2016,747529825867313152,973552795,United States,298,300,0,0,0,prevention
946,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/VRq7NsdU9Y,Mon Jun 27 20:39:34 +0000 2016,747529827779895297,161606792,United States,12,0,0,0,0,prevention
947,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/D5ZtovWqs7,Mon Jun 27 20:39:34 +0000 2016,747529829038198784,133468630,United States,13,0,0,0,0,prevention
948,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/u2QyDaTIjv,Mon Jun 27 20:39:34 +0000 2016,747529831198294016,1237060946,United States,144,312,16,0,0,prevention
949,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/UneIajgSVO,Mon Jun 27 20:39:35 +0000 2016,747529833165398016,1229763038,United States,151,318,16,0,0,prevention
950,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/j09bBom4m4,Mon Jun 27 20:39:36 +0000 2016,747529836839612416,1211174503,United States,169,299,12,0,0,prevention
951,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/LUU4MNZkJ1,Mon Jun 27 20:39:36 +0000 2016,747529838601199616,1223590693,United States,202,402,15,0,0,prevention
952,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/1McF0YBOxn,Mon Jun 27 20:39:37 +0000 2016,747529840564142080,1217462287,United States,207,370,19,0,0,prevention
953,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/sp5PUiHU9V #health #Reuters,Mon Jun 27 20:39:38 +0000 2016,747529848147451905,1611538375,,4663,4588,0,0,0,prevention
954,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/pfAE7uOXMu #health #Reuters,Mon Jun 27 20:39:41 +0000 2016,747529857488216064,1611538375,,4663,4588,0,0,0,prevention
955,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/s0sXceyBjO,Mon Jun 27 20:40:26 +0000 2016,747530049348321281,166185604,Washington D.C.,1140,2011,0,0,0,prevention
956,RT @ReutersPolitics: Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/WwClGvsBc3,Mon Jun 27 20:40:38 +0000 2016,747530100229410816,4823132650,,302,1116,713,0,0,prevention
957,#politics: Funding to fight Zika virus faces uphill battle in U.S. Senate #News https://t.co/bBTroqKWVc https://t.co/dy49Qo0Qsb,Mon Jun 27 20:41:00 +0000 2016,747530189765283840,4871353966,earth,5630,1899,881,0,0,prevention
958,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/hglOOJ9Cxn,Mon Jun 27 20:41:23 +0000 2016,747530284980002816,723057210306097153,,2,0,0,0,0,prevention
959,RT @ReutersPolitics: Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/WwClGvsBc3,Mon Jun 27 20:41:47 +0000 2016,747530388650635264,2772428497,"1st Order, Galaxy far far away",1733,2979,12549,0,0,prevention
960,Check out my new blog post! Funding to Fight Zika Virus Faces Uphill Battle in U.S. Senate by REUTERS https://t.co/fne9cm4LOh,Mon Jun 27 20:41:59 +0000 2016,747530439196303360,2488738837,"Madison, CT",76,69,42,0,0,prevention
961,This could delay any action to combat Zika until after next week's July 4th holiday. Meanwhile Zika marches on ... https://t.co/oVkY6CRLkv,Mon Jun 27 20:42:04 +0000 2016,747530460440387584,2910149688,Pasadena CA,6579,6282,1926,0,0,prevention
962,Funding to fight Zika virus faces uphill battle in US Senate https://t.co/mag1ep9GVS,Mon Jun 27 20:42:29 +0000 2016,747530565147066368,88889613,,577,144,0,0,0,prevention
963,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/oiOzTuxWcy,Mon Jun 27 20:43:25 +0000 2016,747530796865589249,2951846914,"Washinton D.C. ,,,  U.S.A,",5415,3062,1,0,0,prevention
964,https://t.co/yYwFkbONIt Funding to fight Zika virus faces uphill battle in U.S. Senate #DietBuzzApp,Mon Jun 27 20:43:28 +0000 2016,747530809343631361,2844768576,,13,40,0,0,0,prevention
965,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/46bnvktUwh,Mon Jun 27 20:43:32 +0000 2016,747530826078896130,2378032464,...... Mikki _00,3104,3773,4,0,0,prevention
966,Funding to fight #Zika virus faces uphill battle in U.S. Senate https://t.co/9ANC9qCoFJ via @Reuters,Mon Jun 27 20:43:35 +0000 2016,747530839559307265,525813230,Washington/ Geneva,629,593,2,0,0,prevention
967,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/7EiJxJC1Zq,Mon Jun 27 20:43:52 +0000 2016,747530911110012928,23294757,"Kourmouli 69, Rethymno 74100",1764,646,453,0,0,prevention
968,RT @ReutersPolitics: Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/WwClGvsBc3,Mon Jun 27 20:44:20 +0000 2016,747531028533698560,4729875500,USA and International,736,1363,545,0,0,prevention
969,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/M6TSObHLGl,Mon Jun 27 20:44:20 +0000 2016,747531031075491840,2951846914,"Washinton D.C. ,,,  U.S.A,",5415,3062,1,0,0,prevention
970,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/9UJsOzO2FJ,Mon Jun 27 20:44:26 +0000 2016,747531054106427392,2215935264,"Denver, CO",57,303,0,0,0,prevention
971,RT @neil_bodie: This could delay any action to combat Zika until after next week's July 4th holiday. Meanwhile Zika marches on ... https://…,Mon Jun 27 20:44:50 +0000 2016,747531154559930368,4729875500,USA and International,736,1363,545,0,0,prevention
972,#InfectiousDisease Funding to fight Zika virus faces uphill battle in US Senate: This could delay ... https://t.co/HLaCgFcASV #ZikaVirus,Mon Jun 27 20:45:02 +0000 2016,747531203515846657,3041054075,"Philadelphia, PA",5582,5588,121,0,0,prevention
973,#dubai Funding to fight Zika virus faces uphill battle in U.S. Senate... https://t.co/5CTGkxpuu3,Mon Jun 27 20:45:07 +0000 2016,747531228161671168,4855377184,Abu Din,1692,1803,5,0,0,prevention
974,Funding to fight Zika virus faces uphill battle in U.S. Senate... https://t.co/gTkvUU7Xeu,Mon Jun 27 20:45:09 +0000 2016,747531233656193024,507681690,Australia,7572,5203,8,0,0,prevention
975,Funding to fight Zika virus faces uphill battle in U.S. Senate... https://t.co/BymzVyRdE7,Mon Jun 27 20:45:13 +0000 2016,747531250999635968,159464863,"London, England",5111,4312,1,0,0,prevention
976,#thai Funding to fight Zika virus faces uphill battle in U.S. Senate... https://t.co/uHe3U3zv5W,Mon Jun 27 20:45:14 +0000 2016,747531253944098817,4705247194,Bangkok,272,198,0,0,0,prevention
977,Funding to fight Zika virus faces uphill battle in U.S. Senate... https://t.co/6ZBN6jZ0Zf,Mon Jun 27 20:45:14 +0000 2016,747531256489984001,4705227976,"Dublin City, Ireland",575,4170,0,0,0,prevention
978,Funding to fight Zika virus faces uphill battle in US Senate https://t.co/Rm4gh3Ow2T,Mon Jun 27 20:45:17 +0000 2016,747531266472423425,2236222567,,577,120,0,0,0,prevention
979,"Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON, June 27 (Reuters) - Funding to ba... https://t.co/rqI5HXG9O6",Mon Jun 27 20:45:18 +0000 2016,747531271773904897,2791028611,,311,2,2240,0,0,prevention
980,"Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON, June 27 (Reuters) - Funding to ba... https://t.co/QRUCeR06Q6",Mon Jun 27 20:45:18 +0000 2016,747531273485201408,176075043,"Tampa, FL",20239,30,24085,0,0,prevention
981,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/RQI6mnXvdG #healthcare #news,Mon Jun 27 20:45:25 +0000 2016,747531302232948736,702308247554957315,,102,152,49,0,0,prevention
982,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/pjYFkzUnjK #healthcare #news,Mon Jun 27 20:45:26 +0000 2016,747531304271392768,702308247554957315,,102,152,49,0,0,prevention
983,Microsoft is testing a new mosquito trap to fight Zika https://t.co/JBL19uFzYk,Mon Jun 27 20:46:11 +0000 2016,747531493858246656,39841215,"Fort Lauderdale, Florida",1064,675,900,0,0,prevention
984,Funding to fight Zika virus faces uphill battle in U.S. Senate: By Susan Cornwell WASHINGTON (Reuters) - Funding to… https://t.co/gyxH4Do7DX,Mon Jun 27 20:46:12 +0000 2016,747531497024851968,731917441,,37,11,0,0,0,prevention
985,Funding to fight Zika virus faces uphill battle ... - https://t.co/onfakzVbum - #PoliticsNews #Politics https://t.co/GmeCT6AHiZ,Mon Jun 27 20:46:16 +0000 2016,747531514456465408,2758586776,,3724,187,27,0,0,prevention
986,Funding to fight Zika virus faces uphill battle in US Senate https://t.co/6zotf70nhd,Mon Jun 27 20:46:18 +0000 2016,747531523172118528,36050009,,72,1,0,0,0,prevention
987,Funding to fight Zika virus faces uphill battle in U.S. Senate: By Susan Cornwell WASHINGTON (Reuters) - Fund... https://t.co/63x7HIpzGy,Mon Jun 27 20:46:28 +0000 2016,747531566256001024,17331820,,1498,866,0,0,0,prevention
988,Qivana - Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/JtIJ1iCTIM,Mon Jun 27 20:46:28 +0000 2016,747531567115866112,38993069,"Gilbert, Arizona",1787,1717,0,0,0,prevention
989,Funding to fight Zika virus faces uphill battle in U.S. Senate: By Susan Cornwell WASHINGTON (Reuters) - Fund... https://t.co/SCmxoERhul,Mon Jun 27 20:46:29 +0000 2016,747531568692891648,49722132,,1178,1808,0,0,0,prevention
990,News: Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/NIGRsrVxb0,Mon Jun 27 20:46:30 +0000 2016,747531573193383936,57452442,,687,1303,0,0,0,prevention
991,Funding to fight Zika virus faces uphill battle in U.S. Senate: By Susan Cornwell WASHINGTON (Reuters) - Fund... https://t.co/zJuO8w1CWb,Mon Jun 27 20:46:30 +0000 2016,747531573289877505,37126450,San Francisco,982,1801,0,0,0,prevention
992,Funding to fight Zika virus faces uphill battle in U.S. Senate: By Susan Cornwell WASHINGTON (Reuters... https://t.co/AtMdqv8afW (Yahoo),Mon Jun 27 20:46:31 +0000 2016,747531578394312704,41829280,"York, Pennsylvania USA",11842,11802,262,0,0,prevention
993,Funding to fight Zika virus faces uphill battle in U.S. Senate: By Susan Cornwell WASHINGTON (Reuters) - Fund... https://t.co/ef1MZo4aRS,Mon Jun 27 20:46:31 +0000 2016,747531578809540608,20389699,USA,1399,1840,2,0,0,prevention
994,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/ROHU11Hasa,Mon Jun 27 20:46:32 +0000 2016,747531581120602112,24461721,New York City,56159,50854,292,0,0,prevention
995,Funding to fight Zika virus faces uphill battle in U.S. Senate: By Susan Cornwell WASHINGTON (Reuters) - Fund... https://t.co/xgv0Ignbkf,Mon Jun 27 20:46:32 +0000 2016,747531582609620993,123833376,Radnor PA,1947,1193,0,0,0,prevention
996,Funding to fight Zika virus faces uphill battle in U.S. Senate: By Susan Cornwell WASHINGTON (Reuters) - Fund... https://t.co/8p1l1yMEZP,Mon Jun 27 20:46:33 +0000 2016,747531586015367169,166438057,USA,298,933,0,0,0,prevention
997,https://t.co/bUKHwxBi9z WASHINGTON (Reuters) - Funding to battle the Zika virus faces a struggle in the U.S. Senat… https://t.co/GCUCbeuj6V,Mon Jun 27 20:46:40 +0000 2016,747531616809934848,3063782647,Denver,292,18,5,0,0,prevention
998,#Health Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/AmhlqADA9g,Mon Jun 27 20:46:41 +0000 2016,747531620022947840,393167126,New York,11416,170,16,0,0,prevention
999,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/6kT0wWyqv2,Mon Jun 27 20:46:42 +0000 2016,747531624548605953,713448038656651264,"London, England",20,12,1,0,0,prevention
1000,"You can guess which party doesn’t want to pay to protect citizens #GOP
In Florida, Zika becomes new political issue https://t.co/F7fQt9GvdS",Mon Jun 27 20:46:56 +0000 2016,747531682950021121,40378366,"South End, Boston",677,625,11943,0,0,prevention
1001,https://t.co/ydft2eTdS7 Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/2K8rJ8ogPg,Mon Jun 27 20:47:03 +0000 2016,747531713450999809,492812608,,386,617,0,0,0,prevention
1002,Funding to fight Zika virus faces uphill battle in US Senate: This could delay any action to combat Zika unti... https://t.co/tqXv6ouS77,Mon Jun 27 20:47:17 +0000 2016,747531771646926849,3428474187,,21,49,0,0,0,prevention
1003,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/bHMFwEiXTH #Reuters: Health News,Mon Jun 27 20:47:45 +0000 2016,747531887187464192,2289040586,,311,1,5,0,0,prevention
1004,"Funding to battle the Zika virus faces a struggle in the U.S. Senate this week, with Democrats scornful of a Republican proposal they say s…",Mon Jun 27 20:49:16 +0000 2016,747532269401833473,2236207812,Singapore,1129,92,0,0,0,prevention
1005,Funding to fight Zika virus faces uphill battle in U.S. Senate - https://t.co/Z0Z6FPeHfR,Mon Jun 27 20:50:18 +0000 2016,747532531239686144,719512068517466112,United States,1566,128,0,0,0,prevention
1006,Funding to fight Zika virus faces uphill battle in U.S. Senate #politics https://t.co/4CVxKXnqGE,Mon Jun 27 20:50:28 +0000 2016,747532573660823553,2506199450,Singapore,852,10,0,0,0,prevention
1007,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/CXWgXXDpQx,Mon Jun 27 20:50:40 +0000 2016,747532621253607425,2908332092,Medan,173,361,4,0,0,prevention
1008,A real #prochoice POTUS will use unrestricted access as litmus test 4 SCOTUS. @HillaryClinton will not. Think #Zika https://t.co/ExZTSnYFs4,Mon Jun 27 20:51:01 +0000 2016,747532711439392768,21905129,,479,224,13796,0,0,prevention
1009,Microsoft is testing a new mosquito trap to fight Zika https://t.co/PvFtH9E55Y,Mon Jun 27 20:51:09 +0000 2016,747532744016691200,252606074,,17,16,0,0,0,prevention
1010,So what else is new? Zika's perfect storm continues😳😕 https://t.co/oVkY6CRLkv,Mon Jun 27 20:51:25 +0000 2016,747532813319045120,2910149688,Pasadena CA,6579,6282,1926,0,0,prevention
1011,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/EEW9XpJs7x #health https://t.co/3vXWTzdwjA,Mon Jun 27 20:51:48 +0000 2016,747532907615490049,2514914696,California,918,38,0,0,0,prevention
1012,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/mFvPpL1UcI #politics,Mon Jun 27 20:52:24 +0000 2016,747533059231203330,2514914696,California,918,38,0,0,0,prevention
1013,Funding to fight Zika virus faces uphill battle in U.S. Senate - https://t.co/7zAB5cigsX,Mon Jun 27 20:53:01 +0000 2016,747533214533685248,719841519327440896,United States,55,31,0,0,0,prevention
1014,"RT CDCgov: devine187 There is no vaccine to prevent Zika. The best way to prevent #Zika is to protect yourself from mosquito bites.,predict…",Mon Jun 27 20:53:10 +0000 2016,747533253754687494,3031612759,"Los Angeles, CA",777,1176,894,0,0,prevention
1015,Funding to fight Zika virus faces uphill battle in U.S. Senate - https://t.co/xcr8JCSSTf,Mon Jun 27 20:53:10 +0000 2016,747533253985378310,706850882722385920,United States,58,12,0,0,0,prevention
1016,Funding to fight Zika virus faces uphill battle in U.S. Senate - https://t.co/X0xg9aooN4,Mon Jun 27 20:53:11 +0000 2016,747533254874497024,719853925273366529,United States,47,11,0,0,0,prevention
1017,RT @NIH: It’s Mosquito Control Awareness Week! Learn how to control mosquitoes that can spread viruses like #Zika at @CDCgov: https://t.co/…,Mon Jun 27 20:55:26 +0000 2016,747533823500386304,18753297,"Minneapolis, Minn.",1082,1297,35,0,0,prevention
1018,Researchers at University of Texas Push Efforts to Fight Zika Virus https://t.co/bDzMceMBRX,Mon Jun 27 20:56:04 +0000 2016,747533982007328770,4729875500,USA and International,736,1363,546,0,0,prevention
1019,"RT @KStateNews: #Zika research @KState's Biosecurity Research Institute helps control, fight #mosquitoes https://t.co/TvIoyhEAzz https://t.…",Mon Jun 27 20:56:23 +0000 2016,747534059891363840,46237408,World Wide,597,568,0,0,0,prevention
1020,Funding to fight Zika virus faces uphill battle in U.S. Senate: WASHINGTON (Reuters) - Funding to battle the ... https://t.co/JEuXpHBxhN,Mon Jun 27 20:56:26 +0000 2016,747534074474962944,734699511797415936,,42,93,2,0,0,prevention
1021,Funding to fight Zika virus faces uphill battle in U.S. Senate WASHINGTON (Reuters) - Funding to battle the Zika virus faces a struggle in …,Mon Jun 27 20:57:18 +0000 2016,747534292042006529,294813950,"San Diego, CA",1583,30,87,0,0,prevention
1022,Funding to fight Zika virus faces uphill battle in U.S. Senate: By Susan Cornwell WASHINGTON (Reuters) - Fund... https://t.co/6gxU1fRPZV,Mon Jun 27 20:57:24 +0000 2016,747534318113693696,138805685,,5960,179,0,0,0,prevention
1023,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/N3geisZc43,Mon Jun 27 20:57:38 +0000 2016,747534376406294528,3847661953,,6,40,0,0,0,prevention
1024,"Funding to fight Zika virus faces uphill battle in US ...: ... Zika funding, and the Obama administration has... https://t.co/rtdIQ82wiC",Mon Jun 27 20:58:04 +0000 2016,747534485625831427,2926783171,,5,40,0,0,0,prevention
1025,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/JzrOTKTRYx,Mon Jun 27 20:58:12 +0000 2016,747534519310364678,524606927,,839,573,0,0,0,prevention
1026,Microsoft is testing a new mosquito trap to fight Zika https://t.co/oWgLsEiSGu via @CNNMoney,Mon Jun 27 20:58:22 +0000 2016,747534561660272640,34380592,Massachusetts,639,1608,366,0,0,prevention
1027,"RT @UF_IFAS: The Zika Challenge gives #UF_IFAS Extension faculty tools to fight mosquitoes, keep communities informed. @kengioeli https://t…",Mon Jun 27 20:58:40 +0000 2016,747534636654395392,19674586,,127,126,364,0,0,prevention
1028,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/4kW0RpFmVw,Mon Jun 27 20:59:28 +0000 2016,747534838895353856,3249898507,,5,40,0,0,0,prevention
1029,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/tFgDYSPFFi,Mon Jun 27 20:59:34 +0000 2016,747534861917888512,3249808284,,6,40,0,0,0,prevention
1030,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/nGQI9iuaUT,Mon Jun 27 20:59:40 +0000 2016,747534888518230016,3249804798,,6,40,0,0,0,prevention
1031,Funding to fight Zika virus faces uphill battle in U.S. Senate - https://t.co/37gP5pxEtZ,Mon Jun 27 20:59:50 +0000 2016,747534930708729856,719850246549999616,United States,67,12,0,0,0,prevention
1032,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/V2wNYkLyWw,Mon Jun 27 20:59:55 +0000 2016,747534952183533568,3249809280,,5,40,0,0,0,prevention
1033,RT @ReutersPolitics: Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/WwClGvsBc3,Mon Jun 27 20:59:58 +0000 2016,747534963088723969,718715553339326464,,7,8,0,0,0,prevention
1034,Funding to fight Zika virus faces uphill battle in US Senate https://t.co/hUmO59hhge,Mon Jun 27 21:00:12 +0000 2016,747535020563128320,38400130,Singapore,565235,210,120,0,0,prevention
1035,Funding to fight Zika virus faces uphill battle in U.S. Senate https://t.co/M5r6PLoDb7,Mon Jun 27 21:00:18 +0000 2016,747535049105485825,3249811728,,7,40,0,0,0,prevention
